Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Variation	HG-2023	4	U85056.1	AC225782.3	User Report	"GRCh38 representation of 4qtel (DUX4) haplotypes is incorrect and incomplete"	Awaiting Exptl Data	"CH17-143F3 and CH17-427P10 have been requested for sequencing."	"GRCh38 representation of 4qtel mixes the 4qB and 4qA haplotypes with an intervening gap. The distal-most component, AC215524.3 (ABC7-42391500H16) is 4qA and contains DUX4, but lacks any of the more proximal D4Z4 repeats. More proximal components on the chromosome (AC126281.3 (XXcos-2173C8) and AC2225782.3 (WI2-3035O22)) represent the 4qB haplotype. The GRC is investigating additional sequences to provide complete representation for 4qA on the chromosome and considering moving the 4qB haplotype to an alternate locus scaffold."	Clone Sequencing	2016-02-26T08:04:44.000-0500	na	Unresolved	"na"	na	GRCh38.p7	GRCh38	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:190962172:@:191044276:@:1:@@@:U85056:::3:@@@:AC225782:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL877872.1:@:NW_003571034.1:@:ALT_SCAFFOLD:@:133947:@:216051:@:1:@@@:U85056:::3:@@@:AC225782:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:190041017:@:190123121:@:1:@@@:U85056:::3:@@@:AC225782:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2146	4	AC105289.4	AC105289.4	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC105289.4"	Resolved	"none"	"Analysis of GU268401.1 along with alignment of HuRef Chr. 4, suggest there may be ~5,121 bp sequence missing from the reference assembly within component AC105289.4. This may represent variation or an assembly error."	na	2016-01-08T14:03:00.000-0500	na	GRC Resolved by Electronic Means	"AC210970.2 has been added to the reference as a novel patch and represents a 3.46kb insertion allele relative to Chr4 component AC105289.4."	GRCh38:NOVEL	GRCh39,GRCh38.p4	GRCh38	KQ090013.1	NW_013171799.1	REGION222	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:14933074:@:15020652:@:4:@@@:AC105289:::4:@@@:AC105289:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:14931450:@:15019028:@:4:@@@:AC105289:::4:@@@:AC105289:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ090013.1:@:NW_013171799.1:@:ALT_SCAFFOLD:@:1:@:90922:@:4:@@@:AC105289:::4:@@@:AC105289:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2147	4	AC093848.2	AC093848.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC093848.2"	Open	"none"	"Analysis of GU269127.1 along with alignment of HuRef Chr. 4, suggest there may be ~2,645 bp sequence missing from the reference assembly within component AC093848.2. This may represent variation or an assembly error."	na	2015-06-01T16:26:18.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:30415389:@:30588452:@:2:@@@:AC093848:::2:@@@:AC093848:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:30413767:@:30586830:@:2:@@@:AC093848:::2:@@@:AC093848:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2148	4	AC105384.3	AC105384.3	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC105384.3"	Under Review	"This discrepancy looks like variation and will be considered for ALT representation."	"Analysis of GU267550.1 along with alignment of HuRef Chr. 4, suggest there may be ~1,441 bp sequence missing from the reference assembly within component AC105384.3. This may represent variation or an assembly error."	na	2015-05-27T08:46:34.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:54644312:@:54797635:@:3:@@@:AC105384:::3:@@@:AC105384:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:53778145:@:53931468:@:3:@@@:AC105384:::3:@@@:AC105384:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2149	4	AC096721.2	AC096721.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC096721.2"	Resolved	"none"	"Analysis of GU268722.1 along with alignment of HuRef Chr. 4, suggest there may be ~4,268 bp sequence missing from the reference assembly within component AC096721.2. This may represent variation or an assembly error."	na	2016-01-08T14:02:45.000-0500	na	GRC Resolved by Electronic Means	"AC207300.3 has been added to the reference as a novel patch and represents a 4.27kb insertion allele relative to Chromosome 4 primary reference component AC096721.2."	GRCh38:NOVEL	GRCh39,GRCh38.p4	GRCh38	KQ090014.1	NW_013171800.1	REGION223	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:66746172:@:66905995:@:2:@@@:AC096721:::2:@@@:AC096721:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:65880454:@:66040277:@:2:@@@:AC096721:::2:@@@:AC096721:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ090014.1:@:NW_013171800.1:@:ALT_SCAFFOLD:@:1:@:163749:@:2:@@@:AC096721:::2:@@@:AC096721:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2150	4	AC063956.7	AC063956.7	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC063956.7"	Resolved	"none"	"Analysis of GU267700.1 along with alignment of HuRef Chr. 4, suggest there may be ~4,456 bp sequence missing from the reference assembly within component AC063956.7. This may represent variation or an assembly error."	na	2016-01-08T14:03:51.000-0500	na	GRC Resolved by Electronic Means	"AC221038.3 has been added to the reference as a novel patch and represents a 4.45kb insertion allele relative to Chromosome 4 component AC063956.7."	GRCh38:NOVEL	GRCh39,GRCh38.p4	GRCh38	KQ090015.1	NW_013171801.1	REGION224	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:70825583:@:70963162:@:7:@@@:AC063956:::7:@@@:AC063956:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:69959865:@:70097445:@:7:@@@:AC063956:::7:@@@:AC063956:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ090015.1:@:NW_013171801.1:@:ALT_SCAFFOLD:@:1:@:103153:@:7:@@@:AC063956:::7:@@@:AC063956:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2151	4	AC079298.8	AC079298.8	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC079298.8"	Open	"none"	"Analysis of GU268112.1 along with alignment of HuRef Chr. 4, suggest there may be ~7,699 bp sequence missing from the reference assembly within component AC079298.8. This may represent variation or an assembly error."	na	2015-05-07T12:57:53.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:155000617:@:155199438:@:8:@@@:AC079298:::8:@@@:AC079298:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:154079465:@:154278286:@:8:@@@:AC079298:::8:@@@:AC079298:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2152	4	AC055120.5	AC055120.5	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC055120.5"	Under Review	"This discrepancy looks like variation and will be considered for ALT representation."	"Analysis of GU267866.1 along with alignment of HuRef Chr. 4, suggest there may be ~935 bp sequence missing from the reference assembly within component AC055120.5. This may represent variation or an assembly error."	na	2015-05-27T10:50:21.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:166021028:@:166197551:@:5:@@@:AC055120:::5:@@@:AC055120:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:165099876:@:165276399:@:5:@@@:AC055120:::5:@@@:AC055120:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-2153	4	AC119752.3	AC119751.3	TPF Analysis	"Chr. 4 Reference Assembly Gap"	Open	"none"	"There is a Reference Assembly gap between components AC119752.3 and AC119751.3."	na	2014-10-10T15:26:10.000-0400	na	Unresolved	"na"	na	na	GRCh38	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:49283504:@:49660117:@:3:@@@:AC119752:::3:@@@:AC119751:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:49281487:@:49658100:@:3:@@@:AC119752:::3:@@@:AC119751:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2154	4	AC097653.2	AC097653.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC097653.2"	Open	"none"	"Analysis of GU267526.1 along with alignment of HuRef Chr. 4, suggest there may be ~2,637 bp sequence missing from the reference assembly within component AC097653.2. This may represent variation or an assembly error."	na	2015-05-29T16:46:25.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:175106497:@:175249995:@:2:@@@:AC097653:::2:@@@:AC097653:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:174185346:@:174328844:@:2:@@@:AC097653:::2:@@@:AC097653:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Unknown	HG-2155	4	AC122138.2	AC122138.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC122138.2"	Open	"none"	"Analysis of GU266967.1 and GU268575.1 along with alignment of HuRef Chr. 4, suggest there may be ~2,495 bp sequence missing from the reference assembly within component AC122138.2. This may represent variation or an assembly error."	na	2015-05-04T15:34:30.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:189912928:@:190023803:@:2:@@@:AC122138:::2:@@@:AC122138:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:188991774:@:189102649:@:2:@@@:AC122138:::2:@@@:AC122138:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2364	4	AC243969.4	AC243969.4	TPF Analysis	"Assembly component AC243969.4 has had an accession.version update"	Resolved	"none"	"Assembly component AC243969.4 has had an accession.version update. GRC curator review needed to ensure proper representation in future assembly versions."	na	2015-12-15T10:35:08.000-0500	na	GRC Resolved by Electronic Means	"The sequence of Chr 4 ALT_LOCI component AC243969.3 has been updated based on BioNano and sequencing data.  AC243969.4 contains a 3.3kb insertion of tandem repeat relative to the primary chromosome rather than the 9.7kb insertion of tandem repeat contained in the previous version.  The introduction of the initial ALT_LOCI containing the previous version AC243969.3 was tracked in HG-1335."	na	GRCh39	GRCh38	None	None	None	NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:189487863:@:189697081:@:4:@@@:AC243969:::4:@@@:AC243969:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270925.1:@:NT_187679.1:@:ALT_SCAFFOLD:@:126006:@:345810:@:4:@@@:AC243969:::4:@@@:AC243969:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2367	4	AC243969.4	AC243969.4	TPF Analysis	"Assembly component AC243969.4 has had an accession.version update"	Resolved	"none"	"Assembly component AC243969.4 has had an accession.version update. GRC curator review needed to ensure proper representation in future assembly versions."	na	2015-10-14T15:54:14.000-0400	na	GRC-Duplicate	"This issue is a duplicate of issue HG-2364. Please see Jira issue HG-2364 for all future updates regarding this issue."	na	GRCh39	GRCh38	na	na	na	NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:189487863:@:189697081:@:4:@@@:AC243969:::4:@@@:AC243969:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KI270925.1:@:NT_187679.1:@:ALT_SCAFFOLD:@:126006:@:345810:@:4:@@@:AC243969:::4:@@@:AC243969:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2373	4	AL136537.4	AL136537.4	RefSeq Report	"GeneID: 100508631 (LOC100508631), poor quality (includes component misassembly)"	Under Review	"RP11 may be heterozygous for this indel."	"NC_000004.12 component AL136537.4 has a 12nt deletion relative to available human transcripts and orthologous regions in several other organisms."	na	2016-01-13T11:09:19.000-0500	na	Unresolved	"na"	na	na	GRCh38	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:37000461:@:37159757:@:4:@@@:AL136537:::4:@@@:AL136537:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:36998839:@:37158135:@:4:@@@:AL136537:::4:@@@:AL136537:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-254	4	Z95704.1	AC118278.4	RefSeq Report	"GeneID: 255403 (ZNF718), poor quality (includes component misassembly)"	Resolved	"none"	"A piece of the transcript NM_001039127.3 does not align to the reference genome, suggesting missing sequence in between two adjacent clones."	Clone Sequencing	2015-07-23T17:21:25.000-0400	na	GRC Resolved by Experimental Method	"AC253576.2 has been sequenced and replaces a portion of Z95704.1 and all of AC118278.4, correcting the deletion found in these components, and improving the representation of  transcript NM_001039127.3."	GRCh37:FIX	GRCh37.p13,GRCh38	Build 36	KE332496.1	NW_004775427.1	ZNF595_ZNF718	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:10001:@:160647:@:1:@@@:Z95704:::4:@@@:AC118278:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KE332496.1:@:NW_004775427.1:@:ALT_SCAFFOLD:@:1:@:158858:@:1:@@@:Z95704:::4:@@@:AC118278:@:component:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:10001:@:168858:@:1:@@@:Z95704:::4:@@@:AC118278:@:component:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Missing sequence	HG-255	4	AC145212.1	AC145212.1	RefSeq Report	"GeneID: 389833 (LOC389833), many placements, none good"	Resolved	"none"	"LOC389833 (GeneID: 389833) aligns to multiple sites with reduced % ID, suggesting this gene may not be represented in the current assembly (Build 36)."	na	2015-07-23T17:21:25.000-0400	na	GRC Resolved by Electronic Means	"NM_001033515.1 LOC389833 (GeneID: 389833) aligns to AC145212.1 at 99.6% identity.  The scaffold consisting of AC145212.1 has been moved from the Chr 4 Unlocalized TPF onto the Chr14 Unlocalized TPF as a result of admixture mapping.  Efforts to place this scaffold will be tracked in HG-1285."	na	GRCh38	Build 36	na	na	na	MAPPED:@:GL000194.1:@:NT_113888.1:@:UNLOC_SCAFFOLD:@:1:@:191469:@:1:@@@:AC145212:::1:@@@:AC145212:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL000194.1:@:NT_113888.1:@:UNLOC_SCAFFOLD:@:1:@:191469:@:1:@@@:AC145212:::1:@@@:AC145212:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-270	4	AC104663.3	AC104663.3	RefSeq Report	"GeneID: 402183 (RAC1P5), poor quality (includes component misassembly)"	Resolved	"none"	"Possible genomic rearrangement at the pseudogene location"	na	2010-11-02T06:39:13.000-0400	na	GRC Resolved- No Change	"The reference sequence at the break point of the possible inversion is supported by fosmids AC206894.2, AC238693.2, AC238513.3, AC239780.1, and by genomic fragment sequence AF542527.1."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:108093612:@:108231236:@:3:@@@:AC104663:::3:@@@:AC104663:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:107172455:@:107310079:@:3:@@@:AC104663:::3:@@@:AC104663:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-287	4	AC093917.3	AC093917.3	RefSeq Report	"GeneID: 57733 (GBA3), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the protein encoded by RefSeq NM_020973.3 (GBA3) and the genomic region to which it aligns."	na	2012-03-08T13:42:58.000-0500	SAB Decision	GRC Resolved- No Change	"According to 1000 Genomes data, the frequency for the current reference allele is 5% in the YRI population and 14% in the CEU population.  Since the reference is the major allele in at least one population, this issue will be resolved with no change."	na	GRCh37	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:22679831:@:22885521:@:3:@@@:AC093917:::3:@@@:AC093917:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:22678208:@:22883898:@:3:@@@:AC093917:::3:@@@:AC093917:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-317	4	AC093801.3	AC093801.3	RefSeq Report	"GeneID: 7424 (VEGFC), poor quality (includes component misassembly)"	Resolved	"none"	"There is a sequence discrepancy between RefSeq NM_005429.2 (VEGFC) and the genomic region to which it aligns."	na	2013-09-26T15:07:13.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Minicontig KF573691.1 has been generated and added to the Chr. 4 Reference for GRCh38 to update this 3nt indel to the more common deletion allele and provide better representation for GeneID: 7424 (VEGFC)."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:177509573:@:177636501:@:3:@@@:AC093801:::3:@@@:AC093801:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:176588422:@:176715347:@:3:@@@:AC093801:::3:@@@:AC093801:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-369	4	AC083829.5	AC083829.5	RefSeq Report	"GeneID: 55008 (HERC6), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the protein encoded by RefSeq NM_017912.3 (HERC6) and the genomic region to which it aligns."	na	2010-04-08T17:57:13.000-0400	na	GRC Resolved by Experimental Method	"PCR product FJ695209 has been submitted as a patch for this error."	na	GRCh37	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:89294554:@:89481956:@:5:@@@:AC083829:::5:@@@:AC083829:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:88373402:@:88560805:@:5:@@@:AC083829:::5:@@@:AC083829:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-378	4	AC080003.6	AC080003.6	RefSeq Report	"GeneID: 768239 (PSAPL1), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the protein encoded by RefSeq NM_001085382.1 (PSAPL1) and the genomic region to which it aligns."	na	2012-10-15T16:20:35.000-0400	na	GRC Resolved by Experimental Method	"PCR product FJ695208 has been submitted as a patch to correct this error."	na	GRCh37	Build 36	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:7270641:@:7456577:@:6:@@@:AC080003:::6:@@@:AC080003:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:7268914:@:7454850:@:6:@@@:AC080003:::6:@@@:AC080003:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-39	4	AC142416.3	AC142234.2	Optical Map	"Chr.4 Gap Problem Region #1"	Resolved	"none"	"Optical map data suggests genomic gap is smaller than reported gap size between AC142416.3 and AC142234.2."	na	2015-07-23T17:21:30.000-0400	na	GRC Resolved by Electronic Means	"Gap size has been updated."	na	GRCh37	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:31788579:@:31857013:@:3:@@@:AC142416:::2:@@@:AC142234:@:alignment:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:31786957:@:31855391:@:3:@@@:AC142416:::2:@@@:AC142234:@:alignment:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-40	4	AC142281.2	AC118275.4	Optical Map	"Chr.4 Gap Problem Region #2"	Resolved	"none"	"Optical map data suggests genomic gap is smaller than reported gap size between AC142281.2 and AC118275.4."	na	2015-07-23T17:21:37.000-0400	na	GRC Resolved by Electronic Means	"Gap size has been updated."	na	GRCh37	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:40291313:@:40371767:@:2:@@@:AC142281:::4:@@@:AC118275:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:40289693:@:40369750:@:2:@@@:AC142281:::4:@@@:AC118275:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-41	4	AC134919.3	AC009570.13	Optical Map	"Chr.4 Gap Problem Region #3"	Resolved	"none"	"Optical map data suggests genomic gap is smaller than reported gap size between AC134919.3 and AC009570.13."	na	2015-07-23T17:21:37.000-0400	na	GRC Resolved by Electronic Means	"This gap has been removed."	na	GRCh37	na	na	na	na	MAPPED:@:CM000666.1:@:NC_000004.11:@:CHROMOSOME:@:71356274:@:71673586:@:3:@@@:AC134919:::13:@@@:AC009570:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000666.2:@:NC_000004.12:@:CHROMOSOME:@:70490557:@:70807869:@:3:@@@:AC134919:::13:@@@:AC009570:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
